gene_id,ERR1338025,ERR1338026,ERR1338027,ERR1338028,ERR1338029,ERR1338030,ERR1338031,ERR1338032
ENSG00000241945.8|PWP2,114,189,247,58,199,163,145,167
ENSG00000160221.18|GATD3,880,1068,1062,354,1339,1298,1145,1302
ENSG00000225331.2|LINC01678,10,4,9,2,59,26,28,47
ENSG00000285413.1|ENSG00000285413,15,6,17,4,47,26,46,52
ENSG00000237604.1|ENSG00000237604,8,2,6,2,5,1,4,3
ENSG00000232124.3|ENSG00000232124,12,7,11,4,38,26,30,36
ENSG00000160223.18|ICOSLG,25,31,30,15,66,44,95,57
ENSG00000241728.5|ENSG00000241728,2,4,0,2,3,4,3,2
ENSG00000160226.16|CFAP410,714,906,724,226,1378,1145,1057,1107
ENSG00000160224.17|AIRE,4,0,14,0,30,29,9,22
ENSG00000141959.17|PFKL,8058,9329,9527,2940,9554,9381,9934,11102
ENSG00000184441.4|ENSG00000184441,1672,1833,1501,517,1288,1180,1424,1506
ENSG00000232969.1|ENSG00000232969,2,1,2,2,0,0,0,1
ENSG00000142185.18|TRPM2,8,18,24,0,16,16,44,55
ENSG00000230061.2|TRPM2-AS,0,0,0,0,0,0,0,0
ENSG00000266692.1|ENSG00000266692,0,0,0,0,1,0,1,0
ENSG00000264452.1|ENSG00000264452,0,0,0,0,1,0,1,1
ENSG00000182912.6|TSPEAR-AS2,123,77,102,78,351,416,275,295
ENSG00000215455.4|KRTAP10-1,0,2,0,0,5,5,0,0
ENSG00000205445.3|KRTAP10-2,0,2,0,0,7,6,0,0
ENSG00000212935.2|KRTAP10-3,0,0,0,0,2,0,0,0
ENSG00000215454.7|KRTAP10-4,0,0,4,2,0,0,3,0
ENSG00000241123.1|KRTAP10-5,0,0,0,0,0,0,0,0
ENSG00000188155.11|KRTAP10-6,0,0,0,0,3,0,6,1
ENSG00000272804.3|KRTAP10-7,0,0,0,0,2,0,3,3
ENSG00000187766.1|KRTAP10-8,0,0,0,0,0,0,1,0
ENSG00000221837.7|KRTAP10-9,0,3,0,0,0,0,0,0
ENSG00000221859.2|KRTAP10-10,0,0,0,0,3,3,0,1
ENSG00000243489.4|KRTAP10-11,0,0,0,0,0,0,0,0
ENSG00000212933.1|KRTAP12-4,0,0,0,0,0,0,0,0
ENSG00000205439.10|KRTAP12-3,0,0,0,0,0,0,0,0
ENSG00000221864.4|KRTAP12-2,0,0,0,0,0,0,0,0
ENSG00000229880.1|IMMTP1,0,0,1,0,1,2,0,0
ENSG00000187175.5|KRTAP12-1,0,0,0,0,0,0,0,0
ENSG00000276647.1|KRTAP12-5P,0,0,0,0,0,0,0,0
ENSG00000189169.8|KRTAP10-12,0,0,0,0,6,0,0,0
ENSG00000236382.1|KRTAP10-13P,0,0,0,0,0,5,0,0
ENSG00000229356.1|LRRC3-DT,37,29,26,0,64,40,97,89
ENSG00000160233.8|LRRC3,2793,2983,2701,769,3121,2722,2861,2997
ENSG00000224747.1|MTCYBP21,76,48,63,20,236,156,262,238
ENSG00000223431.1|MTND6P21,77,77,98,19,92,63,104,126
ENSG00000227999.1|MTND5P1,103,67,104,29,383,305,307,361
ENSG00000274225.1|HEPFAL,184,179,237,52,236,164,207,212
ENSG00000289857.1|ENSG00000289857,9,8,6,3,6,2,12,13
ENSG00000228709.3|LINC02575,189,164,161,38,223,172,96,140
ENSG00000175894.18|TSPEAR,626,809,715,267,1009,1017,851,904
ENSG00000235890.2|TSPEAR-AS1,355,297,232,50,400,313,165,174
ENSG00000287088.1|ENSG00000287088,49,67,82,23,195,175,139,227
ENSG00000289144.2|ENSG00000289144,0,4,0,0,0,5,0,4
ENSG00000236519.2|LINC01424,4,30,37,8,41,60,38,48
ENSG00000184900.16|SUMO3,1931,2094,2238,648,4376,4137,5676,6580
ENSG00000184787.19|UBE2G2,1444,1500,1717,498,5219,4331,3911,4391
ENSG00000183255.12|PTTG1IP,3461,3770,4172,1310,12486,11891,10788,11738
ENSG00000289009.2|ENSG00000289009,227,264,234,73,252,295,306,377
ENSG00000160255.19|ITGB2,0,13,11,0,78,50,62,38
ENSG00000227039.8|ITGB2-AS1,8,12,6,5,3,9,14,7
ENSG00000273027.1|ENSG00000273027,0,2,3,2,14,15,17,11
ENSG00000272825.1|ENSG00000272825,0,8,1,0,0,4,4,0
ENSG00000275874.1|PICSAR,0,0,0,0,10,3,0,0
ENSG00000183250.13|LINC01547,27,22,26,16,111,92,45,78
ENSG00000160256.14|SLX9,344,439,493,140,616,716,483,497
ENSG00000276529.1|ENSG00000276529,93,71,109,50,87,102,90,128
ENSG00000234880.1|LINC00163,8,0,0,0,7,3,5,6
ENSG00000261706.1|LINC00165,2,0,0,0,3,3,3,3
ENSG00000235374.2|SSR4P1,0,3,14,6,36,26,27,41
ENSG00000197381.18|ADARB1,930,972,1450,364,1204,1160,1053,1290
ENSG00000267857.2|ENSG00000267857,0,0,0,0,0,0,0,0
ENSG00000223768.4|LINC00205,2277,2667,5258,1535,5290,5194,4973,5496
ENSG00000182586.9|LINC00334,315,362,543,181,58,27,134,111
ENSG00000186866.17|POFUT2,1799,2099,2392,827,6890,6011,5658,5943
ENSG00000229382.1|ENSG00000229382,0,0,0,0,0,0,0,0
ENSG00000237664.1|LINC00316,0,0,0,0,0,0,0,0
ENSG00000224574.1|COL18A1-AS2,0,0,0,0,3,0,0,0
ENSG00000183535.9|COL18A1-AS1,0,0,0,0,7,0,0,5
ENSG00000182871.16|COL18A1,9401,12639,14807,3884,7431,8622,9033,9232
ENSG00000173638.19|SLC19A1,221,217,310,65,610,537,393,543
ENSG00000273796.2|ENSG00000273796,21,10,17,4,28,48,54,49
ENSG00000275167.1|MIR6815,1,0,0,0,1,2,0,1
ENSG00000288885.2|ENSG00000288885,214,256,352,98,162,242,158,148
ENSG00000233922.4|LINC01694,198,237,418,120,488,355,223,298
ENSG00000286082.1|ENSG00000286082,0,4,0,0,13,0,0,0
ENSG00000286594.1|ENSG00000286594,0,8,36,13,24,12,8,12
ENSG00000275139.1|ENSG00000275139,0,0,0,0,3,0,0,0
ENSG00000183570.17|PCBP3,460,436,838,209,912,806,758,824
ENSG00000205424.2|PCBP3-AS1,16,9,2,2,19,23,15,15
ENSG00000286886.1|ENSG00000286886,6,13,8,0,14,11,6,10
ENSG00000276633.1|ENSG00000276633,3,2,7,0,0,5,0,0
ENSG00000280604.1|ENSG00000280604,82,99,95,27,90,101,121,152
ENSG00000289224.1|ENSG00000289224,7,15,7,3,114,103,34,44
ENSG00000142156.16|COL6A1,29474,35545,42584,13700,54714,54912,35653,37845
ENSG00000224413.1|ENSG00000224413,5,3,0,0,0,0,0,0
ENSG00000226115.1|ENSG00000226115,0,0,0,0,0,0,0,0
ENSG00000233767.1|PSMA6P3,0,0,0,0,0,0,0,0
ENSG00000227438.1|COL6A2-DT,0,0,0,0,0,4,3,0
ENSG00000160282.15|FTCD,35,40,76,5,207,192,99,101
ENSG00000142173.17|COL6A2,11741,14653,20542,5733,30655,31360,16076,16484
ENSG00000237338.1|FTCD-AS1,5,5,2,3,8,6,2,4
ENSG00000160284.15|SPATC1L,175,209,207,74,1046,811,483,477
ENSG00000160285.15|LSS,3651,4040,4993,1451,7975,7900,13279,15790
ENSG00000215424.10|MCM3AP-AS1,1159,1033,1235,349,1077,758,864,1108
ENSG00000160294.11|MCM3AP,2474,2717,3405,1009,7706,5998,5287,5978
ENSG00000182362.14|YBEY,569,781,737,253,879,963,782,956
ENSG00000160298.18|C21orf58,233,197,269,90,639,617,626,556
ENSG00000160299.19|PCNT,3455,3572,4003,1195,4891,3821,4850,5469
ENSG00000228404.1|ENSG00000228404,5,4,2,2,2,0,0,0
ENSG00000223901.2|ENSG00000223901,35,34,43,18,52,31,39,39
ENSG00000228137.1|ENSG00000228137,37,22,23,7,36,25,27,30
ENSG00000239415.1|ENSG00000239415,64,60,48,21,201,210,236,277
ENSG00000286224.1|ENSG00000286224,3,2,1,2,7,2,6,5
ENSG00000225043.1|RPL18AP2,7,3,0,0,7,3,0,4
ENSG00000160305.18|DIP2A,3339,3677,4859,1226,6224,4804,3942,4173
ENSG00000202239.1|RNU6-396P,0,0,0,0,0,0,0,0
ENSG00000223692.1|DIP2A-IT1,6,10,4,7,26,7,5,3
ENSG00000160307.10|S100B,9,6,19,3,212,204,36,44
ENSG00000160310.19|PRMT2,7464,8665,8595,2535,7391,7062,7985,8997
ENSG00000230982.1|DSTNP1,42,36,44,6,137,62,179,151
ENSG00000289511.1|ENSG00000289511,93,98,83,10,45,33,80,107
ENSG00000212932.3|RPL23AP4,53,75,107,33,82,62,64,69
ENSG00000286406.2|ENSG00000286406,0,0,0,0,0,0,0,0
ENSG00000290397.1|ENSG00000290397,5,4,0,0,0,1,3,2
ENSG00000283023.1|FRG1GP,0,0,26,0,0,0,10,7
ENSG00000237299.1|ENSG00000237299,0,0,0,0,0,0,0,0
ENSG00000235759.1|ARHGAP42P3,0,0,0,0,0,0,0,0
ENSG00000233408.1|ENSG00000233408,0,0,0,0,0,0,0,0
ENSG00000213727.3|ENSG00000213727,0,0,0,0,1,1,1,1
ENSG00000215268.3|ENSG00000215268,4,6,9,0,11,6,4,5
ENSG00000198062.16|POTEH,0,0,0,0,0,0,0,0
ENSG00000236666.1|POTEH-AS1,0,0,0,0,0,0,0,0
ENSG00000212216.1|RNU6-816P,0,0,0,0,0,0,0,0
ENSG00000241838.3|ENSG00000241838,1,1,1,1,1,1,1,2
ENSG00000223875.2|NBEAP3,0,0,0,0,0,0,0,0
ENSG00000215270.3|TOMM40P2,2,4,6,1,5,9,14,9
ENSG00000226160.1|ENSG00000226160,6,4,9,1,8,14,14,9
ENSG00000227367.1|SLC9B1P4,0,0,0,0,0,0,0,0
ENSG00000233995.1|ENSG00000233995,0,0,0,0,0,0,0,0
ENSG00000290416.1|ENSG00000290416,0,0,0,0,2,0,0,0
ENSG00000239435.3|KCNMB3P1,14,13,10,8,47,19,71,54
ENSG00000287285.1|ENSG00000287285,0,0,0,0,0,0,0,0
ENSG00000240122.1|FABP5P11,2,1,1,0,1,4,1,3
ENSG00000290418.1|TPTEP1,0,2,1,0,977,790,0,2
ENSG00000283633.1|ENSG00000283633,0,1,0,1,521,397,0,2
ENSG00000267338.1|ENSG00000267338,0,0,0,0,4,4,2,0
ENSG00000100181.23|TPTEP1,0,0,0,0,1,1,0,0
ENSG00000249288.1|SLC25A15P5,0,0,0,0,6,5,0,0
ENSG00000249263.2|PARP4P3,0,0,0,0,0,0,0,0
ENSG00000189295.13|ANKRD62P1-PARP4P3,0,0,0,0,11,7,0,0
ENSG00000259271.1|ANKRD62P1,0,0,0,0,7,0,0,0
ENSG00000273244.1|ENSG00000273244,0,0,0,0,0,0,0,0
ENSG00000241717.1|VWFP1,0,0,0,0,10,0,0,0
ENSG00000220248.1|ZNF402P,2,1,0,0,1,1,2,1
ENSG00000237438.8|CECR7,0,0,0,0,0,0,0,0
ENSG00000235328.1|RPL31P62,0,3,2,0,7,4,3,0
ENSG00000183307.4|TMEM121B,1081,1231,1123,347,3513,3566,3740,4185
ENSG00000069998.12|HDHD5,517,554,584,208,1996,1777,1764,1884
ENSG00000093072.19|ADA2,3173,3366,3358,1048,6871,5774,8029,9309
ENSG00000203416.3|FAM32BP,0,2,2,0,5,0,0,1
ENSG00000241832.1|CECR3,0,0,0,0,8,0,0,19
ENSG00000231004.2|CECR9,0,0,0,0,0,0,0,0
ENSG00000239547.3|RN7SL843P,0,0,0,0,0,2,0,0
ENSG00000099954.19|CECR2,5263,4617,5030,1600,10736,7885,7004,7370
ENSG00000229492.1|ENSG00000229492,0,0,3,0,6,8,2,2
ENSG00000232305.1|CLCP1,0,0,0,0,0,3,0,0
ENSG00000228045.1|DNAJA1P6,0,0,0,0,1,3,0,0
ENSG00000236754.5|ENSG00000236754,0,1,0,0,0,3,0,4
ENSG00000131100.13|ATP6V1E1,1496,1694,1548,410,4727,4244,4513,5040
ENSG00000099968.18|BCL2L13,4658,4928,4761,1548,7015,6110,5830,6503
ENSG00000015475.19|BID,358,380,363,117,822,784,934,1098
ENSG00000264757.1|MIR3198-1,0,0,0,0,1,0,0,1
ENSG00000243156.9|MICAL3,1148,1159,1439,384,4002,3700,3658,3589
ENSG00000207780.1|MIR648,0,0,0,0,0,0,0,0
ENSG00000235445.1|ENSG00000235445,0,0,0,0,0,4,0,0
ENSG00000237446.1|RHEBP3,0,0,0,0,0,0,0,0
ENSG00000290931.1|ENSG00000290931,12,7,0,0,55,45,10,13
ENSG00000273203.1|ENSG00000273203,8,0,4,0,17,10,0,0
ENSG00000273442.1|ENSG00000273442,4,0,0,0,0,0,0,0
ENSG00000177663.15|IL17RA,439,426,571,153,1933,1911,451,413
ENSG00000235478.6|LINC01664,21,24,22,12,40,15,16,23
ENSG00000185837.5|HDHD5-AS1,40,32,82,12,35,31,33,40
ENSG00000236325.1|RPL32P5,4,3,0,0,0,2,0,3
ENSG00000286195.1|ENSG00000286195,9,2,3,1,7,9,8,4
ENSG00000182902.14|SLC25A18,60,47,57,27,76,44,41,38
ENSG00000269220.1|LINC00528,9,13,3,0,7,10,8,14
ENSG00000093100.13|ENSG00000093100,14,12,15,5,20,29,6,7
ENSG00000286990.1|ENSG00000286990,31,21,25,7,40,17,7,18
ENSG00000234913.1|ENSG00000234913,2,2,0,0,11,0,8,6
ENSG00000225335.3|ENSG00000225335,22,22,14,5,52,48,86,53
ENSG00000288683.1|ENSG00000288683,0,0,0,42,140,0,290,0
ENSG00000225225.1|ARL2BPP10,0,1,1,0,0,1,1,0
ENSG00000183785.16|TUBA8,108,211,196,71,65,139,20,208
ENSG00000215193.14|PEX26,6432,7250,6598,2195,7695,7248,7571,8286
ENSG00000236890.2|ENSG00000236890,2,1,1,0,4,3,4,4
ENSG00000235617.1|ENSG00000235617,1,1,1,1,1,1,1,1
ENSG00000280007.1|ENSG00000280007,33,46,65,14,169,75,89,118
ENSG00000184979.11|USP18,104,156,162,49,192,130,171,138
ENSG00000187979.4|FAM230D,1,0,0,0,0,0,0,4
ENSG00000274044.5|FAM230J,0,0,0,0,0,2,0,3
ENSG00000276874.1|ENSG00000276874,0,0,0,0,0,0,0,0
ENSG00000275060.1|PPP1R26P3,0,1,0,0,0,1,0,0
ENSG00000276160.1|GGTLC5P,10,0,0,0,7,8,5,3
ENSG00000288811.2|ENSG00000288811,9,11,7,5,8,12,8,11
ENSG00000277870.5|FAM230A,5,0,1,0,2,0,0,0
ENSG00000277017.1|ENSG00000277017,0,1,4,0,0,0,0,0
ENSG00000275319.1|Metazoa_SRP,1,1,1,1,0,1,2,0
ENSG00000274602.6|PI4KAP1,0,0,0,0,0,0,0,0
ENSG00000274625.1|ENSG00000274625,0,0,0,0,0,0,1,0
ENSG00000222630.2|RN7SKP131,0,0,1,0,0,0,0,0
ENSG00000275362.1|Metazoa_SRP,0,0,0,0,0,1,0,0
ENSG00000278110.1|SUSD2P2,0,0,0,0,3,0,0,0
ENSG00000278558.5|TMEM191B,333,370,418,83,1179,1272,717,807
ENSG00000290425.1|PI4KAP1,742,757,731,244,9602,8101,6301,7253
ENSG00000275793.1|RIMBP3,22,31,40,12,202,232,125,180
ENSG00000273907.1|CA15P2,0,0,0,0,0,0,0,0
ENSG00000182824.7|FAM230E,1,1,0,0,0,0,0,0
ENSG00000290711.1|ENSG00000290711,0,0,0,3,29,22,23,23
ENSG00000197421.11|GGT3P,0,0,0,0,0,0,0,0
ENSG00000239989.1|ENSG00000239989,2,1,2,1,1,1,1,1
ENSG00000234764.2|E2F6P1,54,58,46,16,77,70,52,75
ENSG00000161103.11|POM121L15P,57,40,47,12,42,50,78,79
ENSG00000215544.6|BCRP7,5,0,7,0,3,3,44,55
ENSG00000276095.2|FAM230F,0,0,0,0,0,0,0,0
ENSG00000279987.1|ENSG00000279987,1,2,1,0,1,1,0,0
ENSG00000100033.17|PRODH,27,18,23,4,69,96,145,143
ENSG00000284294.1|ENSG00000284294,0,0,0,0,0,1,0,0
ENSG00000280418.1|ENSG00000280418,0,1,0,0,3,0,0,1
ENSG00000283583.1|ENSG00000283583,0,0,0,0,0,0,0,0
ENSG00000237517.10|CELSR1P1,0,2,2,0,2,0,1,10
ENSG00000286025.2|FAM246C,252,293,298,66,272,251,425,548
ENSG00000241527.1|CA15P1,0,7,1,0,0,6,21,12
ENSG00000070413.20|DGCR2,2617,3009,3274,945,8060,8176,7972,8780
ENSG00000281530.1|ENSG00000281530,0,13,7,6,38,23,19,19
ENSG00000063515.3|GSC2,0,0,0,0,0,0,6,7
ENSG00000070371.16|CLTCL1,280,338,381,119,931,873,1347,1453
ENSG00000230194.1|ENSG00000230194,0,0,0,0,0,0,0,0
ENSG00000251940.1|ENSG00000251940,0,0,0,0,0,1,0,0
ENSG00000233471.2|KRT18P62,0,0,0,0,0,0,4,3
ENSG00000183628.14|DGCR6,699,757,719,231,740,731,1387,1504
ENSG00000283809.1|ENSG00000283809,18,28,47,27,39,64,62,134
ENSG00000273032.3|DGCR5,764,820,892,359,798,629,1655,1719
ENSG00000271275.1|ENSG00000271275,3,4,4,3,14,4,15,13
ENSG00000283366.2|ENSG00000283366,1,1,2,1,3,1,1,5
ENSG00000270393.1|ENSG00000270393,1,1,0,0,0,0,0,0
ENSG00000206739.1|Y_RNA,4,2,1,2,2,5,1,5
ENSG00000273311.1|DGCR11,45,44,44,9,118,118,239,238
ENSG00000237347.2|ENSG00000237347,9,7,7,0,5,5,14,5
ENSG00000223461.1|ENSG00000223461,11,4,8,7,18,21,26,15
ENSG00000272682.1|ENSG00000272682,14,13,10,0,24,18,15,46
ENSG00000231086.1|TSSK1A,8,9,15,4,3,8,9,12
ENSG00000100056.12|ESS2,288,376,425,125,1211,1077,1284,1410
ENSG00000206203.5|TSSK2,1,1,2,2,0,0,0,0
ENSG00000289481.2|ENSG00000289481,2,0,4,0,1,3,27,4
ENSG00000260924.3|LINC01311,113,123,91,28,109,120,145,215
ENSG00000100075.10|SLC25A1,1674,1989,2473,679,6145,6556,6829,7965
ENSG00000286367.1|ENSG00000286367,8,14,16,2,11,10,14,6
ENSG00000287146.1|ENSG00000287146,0,8,6,0,31,14,7,14
ENSG00000100084.14|HIRA,889,1129,1197,314,2659,2322,2681,2711
ENSG00000244296.3|RN7SL168P,0,0,1,0,0,0,0,3
ENSG00000185608.9|MRPL40,715,844,872,244,897,1024,847,1004
ENSG00000242259.9|C22orf39,1493,1570,1524,501,4772,4337,5650,6263
ENSG00000185065.6|UFD1-AS1,141,195,189,62,270,232,243,338
ENSG00000070010.19|UFD1,714,710,719,201,1511,1364,1278,1528
ENSG00000273300.1|ENSG00000273300,221,227,199,79,437,314,335,362
ENSG00000273212.1|ENSG00000273212,25,37,44,10,49,40,31,39
ENSG00000093009.11|CDC45,20,27,52,22,97,70,101,63
ENSG00000287652.1|ENSG00000287652,0,0,0,0,0,0,0,0
ENSG00000184113.10|CLDN5,102,114,118,32,282,386,232,316
ENSG00000184058.16|TBX1,38,42,40,7,7,0,13,14
ENSG00000185838.14|GNB1L,68,96,64,11,230,251,159,274
ENSG00000215012.9|RTL10,823,978,805,251,3147,3013,3351,3544
ENSG00000289960.1|ENSG00000289960,29,22,42,10,47,33,27,50
ENSG00000184702.20|SEPTIN5,7361,8384,9572,2162,5116,5558,9700,11390
ENSG00000284874.1|ENSG00000284874,2890,3916,4100,1528,3179,3018,4179,3879
ENSG00000203618.6|GP1BB,412,479,614,140,361,481,548,685
ENSG00000235776.2|RPL7AP70,99,119,108,35,104,151,106,187
ENSG00000184470.21|TXNRD2,287,279,260,105,28,29,394,471
ENSG00000093010.15|COMT,1583,1885,2444,686,192,241,740,761
ENSG00000183597.16|TANGO2,474,458,670,196,731,703,579,587
ENSG00000208023.3|MIR185,0,0,0,0,0,0,0,0
ENSG00000236540.7|ENSG00000236540,19,12,19,0,36,48,12,17
ENSG00000268292.1|ENSG00000268292,0,0,0,1,1,1,1,1
ENSG00000128191.17|DGCR8,1857,2177,2755,717,3681,2817,1951,1820
ENSG00000099899.16|TRMT2A,470,559,591,178,1526,1392,1409,1847
ENSG00000278278.1|MIR6816,0,0,0,0,1,4,0,1
ENSG00000099904.16|ZDHHC8,2226,2528,2860,749,2913,2864,2466,2584
ENSG00000232926.1|ENSG00000232926,15,4,20,3,0,0,6,2
ENSG00000289946.1|ENSG00000289946,2,1,2,3,0,0,0,1
ENSG00000284031.1|MIR4761,1,1,1,1,2,1,1,1
ENSG00000099889.14|ARVCF,2609,3159,3314,885,11139,10424,9553,10174
ENSG00000277950.1|Metazoa_SRP,2,3,6,0,0,7,0,0
ENSG00000284140.1|MIR3618,1,1,1,1,1,1,1,1
ENSG00000284464.1|MIR1306,1,1,1,1,1,1,1,1
ENSG00000243762.1|ENSG00000243762,1,1,1,1,1,0,0,1
ENSG00000099901.18|RANBP1,2892,3763,3283,968,3119,2824,3142,3254
ENSG00000264346.1|SNORA77B,81,97,90,40,137,113,125,148
ENSG00000234409.7|CCDC188,226,240,226,50,723,692,466,498
ENSG00000221039.3|MIR1286,0,0,0,1,2,1,2,0
ENSG00000249923.1|LINC02891,10,0,10,0,10,0,7,8
ENSG00000236499.3|LINC00896,7,5,11,3,2,10,6,8
ENSG00000040608.14|RTN4R,468,598,624,171,2427,2294,1917,1906
ENSG00000128185.10|DGCR6L,568,608,617,189,1608,1670,1291,1811
ENSG00000188280.11|FAM230G,43,36,45,11,5,6,0,0
ENSG00000161133.19|USP41,0,0,0,0,0,0,0,0
ENSG00000161132.6|PRODHLP,12,19,34,0,20,22,0,8
ENSG00000273343.1|ENSG00000273343,23,26,41,12,78,52,95,117
ENSG00000273139.2|ENSG00000273139,41,30,88,15,101,41,56,67
ENSG00000235578.1|ENSG00000235578,8,21,19,0,8,16,8,7
ENSG00000287446.1|ENSG00000287446,24,23,49,6,21,10,16,7
ENSG00000290950.1|ENSG00000290950,61,64,82,26,79,56,36,93
ENSG00000185252.19|ZNF74,3291,3802,3722,1268,3390,3422,4498,4996
ENSG00000255156.1|RNY1P9,0,0,3,0,1,0,0,0
ENSG00000201916.1|Y_RNA,0,1,0,0,0,1,0,2
ENSG00000099917.17|MED15,3371,3709,4285,1213,5507,5098,4776,5057
ENSG00000236003.1|ENSG00000236003,0,0,0,0,0,0,0,5
ENSG00000250261.1|CCDC74BP1,0,0,1,0,0,0,0,0
ENSG00000223553.7|SMPD4P1,0,0,0,0,5,0,0,0
ENSG00000290981.1|ENSG00000290981,0,0,0,0,0,0,0,0
ENSG00000276427.1|IGLL4P,0,0,0,0,0,0,0,0
ENSG00000238125.1|SLC9A3P2,0,2,0,0,0,0,0,0
ENSG00000244486.9|SCARF2,1019,1356,1112,303,2011,2408,2376,2765
ENSG00000277971.1|ENSG00000277971,50,39,10,14,82,90,94,118
ENSG00000099910.17|KLHL22,603,749,702,240,1820,1556,2231,2374
ENSG00000215493.3|ENSG00000215493,61,30,63,20,80,86,53,101
ENSG00000242876.3|RN7SL812P,2,0,1,2,5,0,2,2
ENSG00000236670.1|KRT18P5,2,4,0,3,12,20,12,15
ENSG00000229107.2|ABHD17AP4,3,3,6,2,15,32,15,18
ENSG00000290982.1|ENSG00000290982,0,0,0,0,1,0,1,0
ENSG00000235062.4|BCRP5,0,0,0,0,0,0,0,5
ENSG00000099937.11|SERPIND1,20,43,15,0,16,0,0,0
ENSG00000237476.2|LINC01637,0,0,0,0,0,8,0,7
ENSG00000183773.16|AIFM3,34,51,58,2,53,75,64,51
ENSG00000285314.1|ENSG00000285314,0,8,0,4,6,0,31,17
ENSG00000284060.1|ENSG00000284060,0,53,0,0,104,114,168,144
ENSG00000291240.1|ENSG00000291240,0,0,0,0,440,147,481,511
ENSG00000099957.17|P2RX6,288,398,200,52,465,555,450,456
ENSG00000099960.13|SLC7A4,95,92,85,18,31,116,52,55
ENSG00000207575.1|MIR649,0,0,0,0,4,0,0,0
ENSG00000206145.9|P2RX6P,0,0,0,0,2,0,4,3
ENSG00000284665.1|ENSG00000284665,0,0,0,0,0,0,0,0
ENSG00000291044.1|ENSG00000291044,152,190,172,49,162,135,215,306
ENSG00000169668.14|BCRP2,0,0,0,0,0,0,0,0
ENSG00000217261.5|POM121L4P,11,12,9,2,8,9,5,5
ENSG00000291085.1|TMEM191A,200,238,216,83,194,210,557,596
ENSG00000226287.10|TMEM191A,46,62,95,23,47,62,219,272
ENSG00000241973.11|PI4KA,1966,2053,2064,666,6451,5289,6180,6526
ENSG00000099940.12|SNAP29,1395,1373,2068,587,2129,1810,1663,1678
ENSG00000272600.1|ENSG00000272600,1,1,1,0,0,0,0,0
ENSG00000099942.13|CRKL,6508,7389,7461,2572,11093,8764,9397,9849
ENSG00000272829.2|ENSG00000272829,37,20,26,9,81,111,73,125
ENSG00000099949.22|LZTR1,3417,3823,4072,1068,3563,3353,4731,5379
ENSG00000184436.12|THAP7,311,322,342,85,776,876,701,1006
ENSG00000230513.4|THAP7-AS1,301,218,352,63,293,266,111,149
ENSG00000284130.2|TUBA3FP,229,400,117,77,245,338,186,278
ENSG00000226872.2|ENSG00000226872,21,7,29,5,5,0,0,0
ENSG00000290799.1|ENSG00000290799,6,3,8,0,12,9,35,34
ENSG00000187905.11|LRRC74B,27,36,83,17,41,43,31,44
ENSG00000249680.2|TUBA3GP,11,0,11,3,3,17,0,7
ENSG00000197210.7|ENSG00000197210,14,11,10,0,21,30,54,35
ENSG00000239511.2|POM121L7P,2,1,2,1,17,15,17,36
ENSG00000215498.9|FAM230B,5,10,6,0,15,7,14,4
ENSG00000234503.1|ENSG00000234503,0,0,0,0,0,0,0,0
ENSG00000290961.1|ENSG00000290961,0,0,0,0,3,12,2,3
ENSG00000283972.2|FAM247A,0,1,1,0,1,1,1,1
ENSG00000133475.19|GGT2P,0,4,0,2,14,16,4,3
ENSG00000290983.1|ENSG00000290983,4,5,4,0,20,40,28,15
ENSG00000224688.1|E2F6P2,8,9,9,3,44,47,28,48
ENSG00000283145.1|ENSG00000283145,1,1,1,1,1,1,1,1
ENSG00000226885.1|E2F6P3,30,30,25,11,35,44,26,57
ENSG00000229266.1|POM121L8P,2,4,5,2,2,3,16,7
ENSG00000169662.8|BCRP6,0,6,0,0,15,19,20,36
ENSG00000206142.9|FAM230H,0,0,2,0,8,6,2,3
ENSG00000237407.1|ENSG00000237407,0,0,2,0,3,0,0,0
ENSG00000252020.1|ENSG00000252020,0,0,0,0,0,0,1,0
ENSG00000275840.1|Metazoa_SRP,0,0,0,0,0,0,0,0
ENSG00000169635.10|HIC2,5839,6565,6380,1965,7916,7563,7953,8415
ENSG00000206140.12|TMEM191C,255,366,315,79,550,544,577,642
ENSG00000252143.1|ENSG00000252143,0,0,1,0,0,0,1,0
ENSG00000222352.1|RN7SKP221,0,0,0,2,0,0,0,0
ENSG00000275293.1|Metazoa_SRP,0,0,0,0,0,0,0,0
ENSG00000273846.1|Metazoa_SRP,1,0,0,0,0,1,0,0
ENSG00000274600.2|RIMBP3B,0,0,72,32,0,0,0,0
ENSG00000200057.1|RN7SKP63,3,1,1,0,3,1,9,3
ENSG00000276800.1|Metazoa_SRP,1,1,1,1,0,1,0,0
ENSG00000183506.17|PI4KAP2,1292,1285,1348,441,4892,3840,3168,3668
ENSG00000183246.8|RIMBP3C,11,18,22,11,107,126,79,90
ENSG00000185651.16|UBE2L3,4880,5530,6031,1756,5254,5152,5749,6247
ENSG00000161179.14|YDJC,152,212,214,58,636,778,619,612
ENSG00000161180.11|CCDC116,7,21,28,0,8,13,27,30
ENSG00000273342.1|ENSG00000273342,5,3,2,2,0,5,0,0
ENSG00000128228.5|SDF2L1,308,297,562,125,406,483,481,492
ENSG00000212102.1|MIR301B,0,0,2,0,0,2,1,0
ENSG00000100023.20|PPIL2,5241,5703,5878,1478,4750,4184,4766,5270
